0610007P14Rik,3.113338428,2.950960072,2.832171899,2.635695847,2.739459004,2.450971886,2.329881011,2.547277455,2.65828296,2.464358739,2.528082746,2.376291483,2.536799253,2.522627005,2.411787446,2.585046374,2.650752266,2.391843266
0610009B22Rik,3.7416764,3.758111259,3.771186763,4.109539685,4.070773823,4.164049599,4.069158728,4.173147867,4.188902449,4.043342129,4.155433619,4.361977014,4.224940174,4.203613107,4.261271425,4.225140895,4.049049245,4.121411877
0610009E02Rik,-0.231227394,-0.699968165,-0.117044861,-0.726733077,-0.152020664,-0.061049589,0.059519641,0.066894293,0.020550396,0.106796031,0.101467598,0.01443637,-0.135148727,-0.253941206,-0.067510857,-0.297675273,0.011902845,-0.302099137
0610009L18Rik,1.937700838,1.814420324,1.998193817,2.377123613,2.251819405,2.419103437,2.545079576,2.549768448,2.405944798,2.653372969,2.242920532,2.678144103,2.455452974,2.457263829,2.608130883,2.736917255,2.480633147,2.363623344
0610009O20Rik,6.75973062,6.962505068,7.004457797,7.255356437,7.598125288,7.55286814,7.468547482,7.53774502,7.50408783,7.516301904,7.516830561,7.588654095,7.507311236,7.455492783,7.568693973,7.594750316,7.50402332,7.459697552
0610010F05Rik,2.974284778,3.143809652,3.323880168,3.51750307,3.495486207,3.67486654,3.549650554,3.509279457,3.548463066,3.532470188,3.636111637,3.569833469,3.717297412,3.896443743,3.456768035,3.505201874,3.64321223,3.562747944
0610011F06Rik,3.155575525,3.348147952,3.476848563,3.700642413,3.511112882,3.67315472,3.451748073,3.686528876,3.564716888,3.679636432,3.618138328,3.586279577,3.687289314,3.576137204,3.623581291,3.601465932,3.577974676,3.526553943
0610012D04Rik,0.928505005,1.369060115,-0.292085619,-0.504264506,-0.297372686,-0.95475885,-0.920781506,-0.933735407,-0.824381846,-0.95609615,-0.815725628,-0.702515153,-0.514703369,-1.122723621,-0.618055891,-0.977985595,-0.997733842,-0.939645854
0610012G03Rik,5.23293678,5.294908876,5.436218107,5.624962114,5.673661105,5.630900134,5.691957879,5.857751303,5.680580337,5.876369062,5.80240694,5.853405652,5.697704492,5.667804114,5.897549887,5.776328783,5.712153388,5.810760246
0610030E20Rik,4.0324286,4.00360755,3.797324066,3.991184824,3.959264758,3.937861656,3.981261864,4.005930977,3.81361554,4.010430514,3.824135975,3.847718011,4.125871511,4.030351518,3.789419712,3.748616687,3.897659001,3.813047092
0610037L13Rik,4.707189136,5.015421236,4.844001881,4.980884662,4.794238835,4.900542799,4.939735705,4.915111993,4.852658407,4.99704432,4.850890391,4.745789325,4.89296075,4.784246552,4.847898951,4.67859923,5.005707856,4.96430883
0610038B21Rik,0.270444935,0.346405838,-0.073222337,0.016851245,-0.265130661,-0.237175104,0.05083501,-0.543234578,0.021612389,0.177957197,-0.147022385,0.359142163,0.249287283,0.230199972,0.165422624,0.071881083,0.254174006,0.060089326
0610040B10Rik,0.891243032,0.553683741,0.887662539,1.305722032,1.064623768,1.450752795,1.320131052,1.318166093,0.891914392,0.971474198,1.403970524,1.459740816,1.317640094,1.227620271,1.195420461,1.358649326,1.401052276,1.31210872
0610040J01Rik,-0.147581367,-0.113765832,2.012917656,2.548574388,2.957970247,1.879828327,2.098751086,2.05953646,2.911906927,1.932487284,2.147312394,1.991593813,2.344322495,1.874473633,1.915988315,2.05694591,1.757314416,1.634703591
1010001N08Rik,3.684907831,3.483549475,3.172374868,3.010445395,3.148398081,3.168104871,3.258970315,3.172581843,3.202541697,3.201555588,3.265764998,3.103668994,3.275416422,3.261748732,2.958456787,3.053718605,3.064176126,3.144582024
1110001J03Rik,4.759067104,4.928097467,5.084178879,5.379301576,5.384762066,5.584611644,5.428034544,5.640587634,5.599831021,5.548342429,5.624651633,5.574362786,5.677984333,5.362152055,5.624697469,5.814209488,5.581161207,5.440845216
1110002E22Rik,6.540064648,6.686576721,6.594500303,6.84454477,6.812029628,7.069346897,7.04869349,6.965204574,7.011634579,7.066959845,7.214170482,7.057645427,6.885923265,7.053173234,7.011693566,7.044335029,6.947555109,7.009904149
1110002L01Rik,1.438021102,1.638341423,1.066181808,1.143365803,1.2484943,1.127007058,1.151096248,1.249878377,1.049541962,1.056335983,1.41117674,0.996784799,1.161249493,1.220287697,1.111317548,0.999305857,0.997571035,1.054194227
1110004E09Rik,3.959198537,3.941712588,3.988889106,4.104960565,4.202299571,4.21983134,4.097275389,4.323115821,4.219053887,4.25563812,4.212667379,4.317749466,4.230640771,4.012307604,4.184072482,4.213637269,4.20052239,4.26224714
1110004F10Rik,5.383103801,5.297542017,5.242649034,5.328861998,5.352822942,5.371579039,5.294254314,5.443046227,5.409445509,5.327092278,5.433017176,5.379818149,5.436672875,5.315275101,5.376716168,5.458268902,5.325964608,5.360103906
1110008F13Rik,3.629940957,3.608368766,3.631969443,4.007098879,3.724811103,3.702616004,3.871466359,3.925254026,3.838779053,4.026612108,3.883421764,4.068605333,4.123630485,3.89030199,4.049821742,3.985458303,3.779873078,4.003155595
1110008L16Rik,2.530175968,2.48646598,2.821924176,2.978237731,3.037211948,3.285325934,3.225801047,3.115513823,3.104262392,3.193720467,3.172732877,3.295274964,3.101972512,3.297466072,3.258941294,3.244518205,3.13411694,3.253453221
1110008P14Rik,3.714112757,3.675958799,4.256160541,4.516522127,4.165839876,4.432396487,4.479734739,4.448493969,4.26193711,4.391365098,4.491008529,4.486830921,4.335899373,4.109819826,4.496004582,4.544226993,4.404513906,4.283104075
1110012L19Rik,3.628480234,3.768360945,3.493315093,3.501298645,3.522975793,3.47235867,3.396367097,3.525246036,3.533075514,3.231043391,3.410519578,3.523984882,3.508771077,3.635248125,3.560905751,3.652030599,3.478914856,3.527067523
1110018N20Rik,-0.299835023,0.30493178,1.132120095,1.137222424,1.127668613,1.265910989,1.441448817,1.514536266,1.207645739,1.216730482,0.984809259,1.418631584,1.480122909,1.361147407,1.237478713,1.027144767,1.468566184,1.114229196
1110019D14Rik,2.081613475,2.352815067,2.265636216,2.309969662,2.309003766,2.398767863,2.214135416,2.178864552,2.241584339,2.289524505,2.535754243,1.865403745,2.292593487,2.705980478,2.284257055,2.475304782,2.271014878,1.986736439
1110020A21Rik,0.173311172,-0.021038063,0.212759603,0.493911498,0.498004602,0.482214643,0.154449013,0.192289237,0.198252303,0.402313805,0.222475843,0.589942448,0.650173931,0.412630127,0.785034002,0.620111077,0.431619265,0.18512746
1110032A03Rik,4.215342282,3.916581451,3.749062106,3.800740601,3.640998857,3.507988502,3.485546913,3.502928673,3.684203823,3.600770076,3.604561165,3.657192135,3.425212638,3.558516167,3.466997864,3.576899816,3.631900628,3.383106893
1110032F04Rik,-0.424861374,0.401432039,-0.744955825,-0.172466822,-0.463388573,-0.737001842,-0.858659626,-0.461768457,-0.317532933,-0.596696065,-0.298338775,-0.516966277,-0.327509307,-0.19340874,-0.41727506,-1.122564365,-0.684043361,-0.869517914
1110034G24Rik,4.516755449,4.462236577,4.408360863,4.547030633,4.739659761,4.791296787,4.618305142,4.749497726,4.840597781,4.667723526,4.902454483,4.757844473,4.824283813,4.818877822,4.753180445,4.970124967,4.599539353,4.606662795
1110037F02Rik,4.940987864,4.91553066,4.76681043,4.68146136,4.740065747,4.610568486,4.656331603,4.556183276,4.705127415,4.718662587,4.78424075,4.704864659,4.687397284,4.82310825,4.678283578,4.739751581,4.646596199,4.643651956
1110038B12Rik,1.556553381,1.382982164,1.648259269,1.592702049,1.556320528,1.268880888,1.317684811,1.140887348,1.329905409,1.153638367,1.273152348,1.301043455,1.428280663,1.64126445,1.177969545,1.191404269,1.718174274,1.159105444
